aucsecode,aucsenm,catgorycode,catgorynewcode,catgorynewnm,catgorynm,cprinsttcode,cprinsttnewcode,cprmtccode,cpruseprdlstcode,cpruseprdlstnm,delngde,delngprut,delngqy,insttnewnm,insttnm,ledgno,rnum,sbidpric,shipmntsecode,shipmntsenm,sleseqn,stdfrmlcnewcode,stdfrmlcnewnm,stdmgnewcode,stdmgnewnm,stdmtcnewcode,stdmtcnewnm,stdprdlstcode,stdprdlstnewcode,stdprdlstnewnm,stdprdlstnm,stdqlitynewcode,stdqlitynewnm,stdspciescode,stdspciesnewcode,stdspciesnewnm,stdspciesnm,stdunitnewcode,stdunitnewnm,whsalmrktcode,whsalmrktnewcode,whsalmrktnewnm,whsalmrktnm
1,경매,10,10,엽경채류,엽경채류,36010101,6058702,950000,30100,배추,20070101,10,18,목포농수산,목포농수산,000000000200901,1,2300,3,개별,0000000001,104,PP대,1ZZ,기타,95000,전라남도,1001,1001,배추,배추,00,,100199,100199,기타,기타,12,kg,360101,2058701,목포농산물도매시장,목포농산시장
1,경매,10,10,엽경채류,엽경채류,36010101,6058702,950000,30100,배추,20070101,10,127,목포농수산,목포농수산,000000000200901,2,1200,3,개별,0000000002,104,PP대,1ZZ,기타,95000,전라남도,1001,1001,배추,배추,00,,100199,100199,기타,기타,12,kg,360101,2058701,목포농산물도매시장,목포농산시장
1,경매,10,10,엽경채류,엽경채류,38040101,6052611,660960,3403,배추,20070101,4,92,진주원협(공),진주원협(공),000000000009002,3,400,2,계통,0000000010,112,개,1ZZ,기타,52600,경상남도 진주시,1001,1001,배추,배추,12,상,100103,100103,김장(가을)배추,김장(가을)배추,12,kg,380401,1052601,진주농산물도매시장,진주도매시장
1,경매,10,10,엽경채류,엽경채류,38040101,6052611,660960,3403,배추,20070101,3,280,진주원협(공),진주원협(공),000000000009002,4,300,2,계통,0000000020,112,개,1ZZ,기타,52600,경상남도 진주시,1001,1001,배추,배추,13,보통,100103,100103,김장(가을)배추,김장(가을)배추,12,kg,380401,1052601,진주농산물도매시장,진주도매시장
1,경매,10,10,엽경채류,엽경채류,38040101,6052611,660960,3403,배추,20070101,20,1,진주원협(공),진주원협(공),000000000009002,5,2000,2,계통,0000000030,112,개,1ZZ,기타,52600,경상남도 진주시,1001,1001,배추,배추,19,등외,100103,100103,김장(가을)배추,김장(가을)배추,12,kg,380401,1052601,진주농산물도매시장,진주도매시장
1,경매,10,10,엽경채류,엽경채류,38040101,6052611,660360,3403,배추,20070101,4,320,진주원협(공),진주원협(공),000000000009003,6,900,3,개별,0000000010,112,개,1ZZ,기타,52600,경상남도 진주시,1001,1001,배추,배추,12,상,100103,100103,김장(가을)배추,김장(가을)배추,12,kg,380401,1052601,진주농산물도매시장,진주도매시장
1,경매,10,10,엽경채류,엽경채류,38040101,6052611,660360,3403,배추,20070101,4,273,진주원협(공),진주원협(공),000000000009003,7,850,3,개별,0000000020,112,개,1ZZ,기타,52600,경상남도 진주시,1001,1001,배추,배추,12,상,100103,100103,김장(가을)배추,김장(가을)배추,12,kg,380401,1052601,진주농산물도매시장,진주도매시장
1,경매,10,10,엽경채류,엽경채류,38040101,6052611,660360,3403,배추,20070101,3,153,진주원협(공),진주원협(공),000000000009003,8,350,3,개별,0000000030,112,개,1ZZ,기타,52600,경상남도 진주시,1001,1001,배추,배추,13,보통,100103,100103,김장(가을)배추,김장(가을)배추,12,kg,380401,1052601,진주농산물도매시장,진주도매시장
1,경매,10,10,엽경채류,엽경채류,38040101,6052611,660360,3403,배추,20070101,3,145,진주원협(공),진주원협(공),000000000009003,9,350,3,개별,0000000040,112,개,1ZZ,기타,52600,경상남도 진주시,1001,1001,배추,배추,13,보통,100103,100103,김장(가을)배추,김장(가을)배추,12,kg,380401,1052601,진주농산물도매시장,진주도매시장
1,경매,10,10,엽경채류,엽경채류,38040101,6052611,660360,3403,배추,20070101,70,1,진주원협(공),진주원협(공),000000000009003,10,7000,3,개별,0000000050,112,개,1ZZ,기타,52600,경상남도 진주시,1001,1001,배추,배추,19,등외,100103,100103,김장(가을)배추,김장(가을)배추,12,kg,380401,1052601,진주농산물도매시장,진주도매시장
