aucsecode,aucsenm,catgorycode,catgorynewcode,catgorynewnm,catgorynm,cprinsttcode,cprinsttnewcode,cprmtccode,cpruseprdlstcode,cpruseprdlstnm,delngde,delngprut,delngqy,insttnewnm,insttnm,ledgno,rnum,sbidpric,shipmntsecode,shipmntsenm,sleseqn,stdfrmlcnewcode,stdfrmlcnewnm,stdmgnewcode,stdmgnewnm,stdmtcnewcode,stdmtcnewnm,stdprdlstcode,stdprdlstnewcode,stdprdlstnewnm,stdprdlstnm,stdqlitynewcode,stdqlitynewnm,stdspciescode,stdspciesnewcode,stdspciesnewnm,stdspciesnm,stdunitnewcode,stdunitnewnm,whsalmrktcode,whsalmrktnewcode,whsalmrktnewnm,whsalmrktnm
2,정가수의,10,10,엽경채류,엽경채류,22000111,6041404,536000,100100,배추(일반),20150208,9,100,청과상장예외,청과상장예외,000015020402001,1,2500,3,개별,0000001000,1ZZ,기타,1ZZ,기타,59000,전라남도 해남군,1001,1001,배추,배추,13,보통,100101,100101,봄배추,봄배추,12,kg,220001,1041401,대구북부도매시장,대구북부도매시장
2,정가수의,10,10,엽경채류,엽경채류,22000111,6041404,536000,100100,배추(일반),20150208,9,200,청과상장예외,청과상장예외,000015020402001,2,2500,3,개별,0000001001,1ZZ,기타,1ZZ,기타,59000,전라남도 해남군,1001,1001,배추,배추,13,보통,100101,100101,봄배추,봄배추,12,kg,220001,1041401,대구북부도매시장,대구북부도매시장
2,정가수의,10,10,엽경채류,엽경채류,22000111,6041404,536000,100100,배추(일반),20150208,9,50,청과상장예외,청과상장예외,000015020402001,3,2300,3,개별,0000001002,1ZZ,기타,1ZZ,기타,59000,전라남도 해남군,1001,1001,배추,배추,13,보통,100101,100101,봄배추,봄배추,12,kg,220001,1041401,대구북부도매시장,대구북부도매시장
2,정가수의,10,10,엽경채류,엽경채류,22000111,6041404,536000,100100,배추(일반),20150208,9,100,청과상장예외,청과상장예외,000015020402001,4,2000,3,개별,0000001003,1ZZ,기타,1ZZ,기타,59000,전라남도 해남군,1001,1001,배추,배추,13,보통,100101,100101,봄배추,봄배추,12,kg,220001,1041401,대구북부도매시장,대구북부도매시장
2,정가수의,10,10,엽경채류,엽경채류,22000111,6041404,536000,100100,배추(일반),20150208,9,20,청과상장예외,청과상장예외,000015020402001,5,2000,3,개별,0000001004,1ZZ,기타,1ZZ,기타,59000,전라남도 해남군,1001,1001,배추,배추,13,보통,100101,100101,봄배추,봄배추,12,kg,220001,1041401,대구북부도매시장,대구북부도매시장
2,정가수의,10,10,엽경채류,엽경채류,22000111,6041404,536000,100100,배추(일반),20150208,9,20,청과상장예외,청과상장예외,000015020402001,6,2300,3,개별,0000001005,1ZZ,기타,1ZZ,기타,59000,전라남도 해남군,1001,1001,배추,배추,13,보통,100101,100101,봄배추,봄배추,12,kg,220001,1041401,대구북부도매시장,대구북부도매시장
2,정가수의,10,10,엽경채류,엽경채류,22000111,6041404,536000,100100,배추(일반),20150208,9,10,청과상장예외,청과상장예외,000015020402001,7,2400,3,개별,0000001006,1ZZ,기타,1ZZ,기타,59000,전라남도 해남군,1001,1001,배추,배추,13,보통,100101,100101,봄배추,봄배추,12,kg,220001,1041401,대구북부도매시장,대구북부도매시장
